Date,Open,High,Low,Close,Adj Close,Volume,trade_date
2019-01-29,123.70999908447266,124.0,123.45999908447266,123.9800033569336,123.9800033569336,11610200,20190129
2019-01-30,123.91000366210938,125.06999969482422,123.69999694824219,124.69000244140625,124.69000244140625,12104000,20190130
2019-01-31,125.18000030517578,125.2300033569336,124.62000274658203,124.75,124.75,10209500,20190131
2019-02-01,124.88999938964844,125.05000305175781,124.37000274658203,124.5,124.5,12485500,20190201
2019-02-04,123.98999786376953,124.29000091552734,123.81999969482422,123.95999908447266,123.95999908447266,6878900,20190204
2019-02-05,124.29000091552734,124.41999816894531,124.05000305175781,124.27999877929688,124.27999877929688,6291100,20190205
2019-02-06,124.16000366210938,124.19000244140625,123.4000015258789,123.44000244140625,123.44000244140625,6595100,20190206
2019-02-07,123.80000305175781,123.94999694824219,123.44000244140625,123.73999786376953,123.73999786376953,5935500,20190207
2019-02-08,124.05000305175781,124.33000183105469,123.9800033569336,124.20999908447266,124.20999908447266,4235200,20190208
2019-02-11,123.19000244140625,123.81999969482422,123.19000244140625,123.5999984741211,123.5999984741211,4821800,20190211
2019-02-12,123.95999908447266,124.02999877929688,123.61000061035156,123.86000061035156,123.86000061035156,4271900,20190212
2019-02-13,123.83999633789062,124.55000305175781,123.30999755859375,123.37000274658203,123.37000274658203,7640500,20190213
2019-02-14,123.83999633789062,124.19999694824219,123.52999877929688,124.05999755859375,124.05999755859375,6276500,20190214
2019-02-15,124.58999633789062,125.0,124.18000030517578,124.80000305175781,124.80000305175781,12190100,20190215
2019-02-19,125.9800033569336,126.79000091552734,125.93000030517578,126.69999694824219,126.69999694824219,15614000,20190219
2019-02-20,127.0,127.20999908447266,126.30999755859375,126.4800033569336,126.4800033569336,8889700,20190220
2019-02-21,126.1500015258789,126.22000122070312,125.05000305175781,125.05000305175781,125.05000305175781,8634600,20190221
2019-02-22,125.52999877929688,125.94999694824219,125.38999938964844,125.5,125.5,5439400,20190222
2019-02-25,125.77999877929688,125.9000015258789,125.2300033569336,125.37000274658203,125.37000274658203,4882600,20190225
2019-02-26,125.33000183105469,125.62000274658203,125.05000305175781,125.58000183105469,125.58000183105469,5153200,20190226
2019-02-27,125.16999816894531,125.2300033569336,124.4000015258789,124.69000244140625,124.69000244140625,7935600,20190227
2019-02-28,124.70999908447266,124.70999908447266,123.9800033569336,123.98999786376953,123.98999786376953,7811700,20190228
2019-03-01,123.4800033569336,123.95999908447266,121.87000274658203,121.87999725341797,121.87999725341797,16411700,20190301
2019-03-04,121.55999755859375,121.8499984741211,121.18000030517578,121.55999755859375,121.55999755859375,10272600,20190304
2019-03-05,121.37999725341797,121.7300033569336,121.02999877929688,121.72000122070312,121.72000122070312,7120100,20190305
2019-03-06,121.43000030517578,121.63999938964844,121.26000213623047,121.61000061035156,121.61000061035156,4820400,20190306
2019-03-07,121.2699966430664,121.70999908447266,121.18000030517578,121.51000213623047,121.51000213623047,6088800,20190307
2019-03-08,122.69999694824219,122.88999938964844,122.37000274658203,122.83999633789062,122.83999633789062,10427700,20190308
2019-03-11,122.5199966430664,122.54000091552734,121.91999816894531,122.23999786376953,122.23999786376953,6708700,20190311
2019-03-12,122.54000091552734,123.02999877929688,122.4000015258789,122.9800033569336,122.9800033569336,6289900,20190312
2019-03-13,123.55999755859375,123.87999725341797,123.43000030517578,123.83999633789062,123.83999633789062,7377300,20190313
2019-03-14,122.33000183105469,122.55000305175781,122.12000274658203,122.41000366210938,122.41000366210938,6778200,20190314
2019-03-15,123.05999755859375,123.4000015258789,122.91000366210938,122.97000122070312,122.97000122070312,9412000,20190315
2019-03-18,123.30000305175781,123.4000015258789,122.88999938964844,123.04000091552734,123.04000091552734,7783200,20190318
2019-03-19,123.72000122070312,123.79000091552734,123.33999633789062,123.37999725341797,123.37999725341797,6558700,20190319
2019-03-20,123.66000366210938,124.41999816894531,122.6500015258789,124.18000030517578,124.18000030517578,11304900,20190320
2019-03-21,124.36000061035156,124.37000274658203,123.11000061035156,123.68000030517578,123.68000030517578,7739800,20190321
2019-03-22,123.93000030517578,124.22000122070312,123.7300033569336,123.97000122070312,123.97000122070312,5874000,20190322
2019-03-25,124.55999755859375,125.11000061035156,124.4800033569336,124.91999816894531,124.91999816894531,7288300,20190325
2019-03-26,124.4800033569336,124.51000213623047,124.06999969482422,124.30000305175781,124.30000305175781,5056100,20190326
2019-03-27,124.3499984741211,124.37999725341797,123.55999755859375,123.6500015258789,123.6500015258789,6595000,20190327
2019-03-28,122.27999877929688,122.36000061035156,121.70999908447266,121.9000015258789,121.9000015258789,11878300,20190328
2019-03-29,122.63999938964844,122.75,122.01000213623047,122.01000213623047,122.01000213623047,7093900,20190329
2019-04-01,122.4000015258789,122.43000030517578,121.45999908447266,121.52999877929688,121.52999877929688,13560000,20190401
2019-04-02,121.72000122070312,122.01000213623047,121.68000030517578,121.9800033569336,121.9800033569336,4475000,20190402
2019-04-03,121.7300033569336,122.01000213623047,121.68000030517578,121.80000305175781,121.80000305175781,6152200,20190403
2019-04-04,121.0999984741211,122.23999786376953,120.95999908447266,122.11000061035156,122.11000061035156,7508400,20190404
2019-04-05,121.87999725341797,122.12999725341797,121.66000366210938,121.9800033569336,121.9800033569336,5114500,20190405
2019-04-08,122.97000122070312,123.0199966430664,122.4000015258789,122.51000213623047,122.51000213623047,4270800,20190408
2019-04-09,123.26000213623047,123.3499984741211,123.02999877929688,123.1500015258789,123.1500015258789,4648400,20190409
2019-04-10,123.22000122070312,123.7699966430664,123.19000244140625,123.52999877929688,123.52999877929688,6344800,20190410
2019-04-11,122.54000091552734,122.75,121.79000091552734,121.94999694824219,121.94999694824219,11694500,20190411
2019-04-12,121.95999908447266,122.30999755859375,121.80000305175781,121.83000183105469,121.83000183105469,5272800,20190412
2019-04-15,121.19999694824219,121.81999969482422,121.0999984741211,121.5999984741211,121.5999984741211,4252400,20190415
2019-04-16,120.37999725341797,120.62999725341797,120.19000244140625,120.51000213623047,120.51000213623047,10097800,20190416
2019-04-17,120.45999908447266,120.51000213623047,120.19999694824219,120.27999877929688,120.27999877929688,4693900,20190417
2019-04-18,120.23999786376953,120.54000091552734,120.1500015258789,120.37000274658203,120.37000274658203,4090400,20190418
2019-04-22,120.45999908447266,120.5,120.2699966430664,120.37000274658203,120.37000274658203,2250900,20190422
2019-04-23,119.66999816894531,120.19999694824219,119.55000305175781,120.12000274658203,120.12000274658203,5574800,20190423
2019-04-24,120.05999755859375,120.72000122070312,120.04000091552734,120.47000122070312,120.47000122070312,4173000,20190424
2019-04-25,120.72000122070312,121.0999984741211,120.5,120.56999969482422,120.56999969482422,4836900,20190425
2019-04-26,121.26000213623047,121.66999816894531,121.22000122070312,121.37000274658203,121.37000274658203,6022700,20190426
2019-04-29,120.87999725341797,120.91000366210938,120.66999816894531,120.83000183105469,120.83000183105469,4469300,20190429
2019-04-30,120.88999938964844,121.36000061035156,120.8499984741211,121.19999694824219,121.19999694824219,4758600,20190430
2019-05-01,121.02999877929688,121.55000305175781,120.18000030517578,120.4000015258789,120.4000015258789,12331800,20190501
2019-05-02,119.69000244140625,120.11000061035156,119.54000091552734,119.94000244140625,119.94000244140625,6759600,20190502
2019-05-03,120.55999755859375,121.08000183105469,120.4800033569336,120.6500015258789,120.6500015258789,8414400,20190503
2019-05-06,120.61000061035156,121.12000274658203,120.54000091552734,120.80999755859375,120.80999755859375,3479600,20190506
2019-05-07,121.0199966430664,121.41999816894531,120.91000366210938,121.20999908447266,121.20999908447266,4010700,20190507
2019-05-08,121.54000091552734,121.54000091552734,120.7699966430664,120.91000366210938,120.91000366210938,4178800,20190508
2019-05-09,120.95999908447266,121.62000274658203,120.86000061035156,121.19999694824219,121.19999694824219,5015500,20190509
2019-05-10,121.41000366210938,121.7300033569336,121.30000305175781,121.43000030517578,121.43000030517578,4586000,20190510
2019-05-13,122.62999725341797,122.8499984741211,122.33000183105469,122.66999816894531,122.66999816894531,11130900,20190513
2019-05-14,122.5999984741211,122.66000366210938,122.12000274658203,122.45999908447266,122.45999908447266,5556000,20190514
2019-05-15,122.70999908447266,122.7699966430664,122.22000122070312,122.38999938964844,122.38999938964844,10299000,20190515
2019-05-16,122.02999877929688,122.06999969482422,121.19000244140625,121.51000213623047,121.51000213623047,6349400,20190516
2019-05-17,121.02999877929688,121.05999755859375,120.33000183105469,120.6500015258789,120.6500015258789,6589300,20190517
2019-05-20,120.51000213623047,120.73999786376953,120.41999816894531,120.63999938964844,120.63999938964844,4345800,20190520
2019-05-21,120.08000183105469,120.36000061035156,119.83000183105469,120.36000061035156,120.36000061035156,3845600,20190521
2019-05-22,120.3499984741211,120.5,120.19000244140625,120.23999786376953,120.23999786376953,3741800,20190522
2019-05-23,120.81999969482422,121.5199966430664,120.7699966430664,121.16999816894531,121.16999816894531,6054600,20190523
2019-05-24,121.12999725341797,121.30999755859375,120.88999938964844,121.30000305175781,121.30000305175781,2324700,20190524
2019-05-28,120.80000305175781,120.83999633789062,120.45999908447266,120.83000183105469,120.83000183105469,4303500,20190528
2019-05-29,121.11000061035156,121.26000213623047,120.75,120.87000274658203,120.87000274658203,4133200,20190529
2019-05-30,120.95999908447266,121.69000244140625,120.80000305175781,121.69000244140625,121.69000244140625,7757000,20190530
2019-05-31,122.55000305175781,123.4000015258789,122.31999969482422,123.33000183105469,123.33000183105469,15367000,20190531
2019-06-03,124.08999633789062,125.33999633789062,123.9000015258789,125.11000061035156,125.11000061035156,14173600,20190603
2019-06-04,124.87999725341797,125.41999816894531,124.61000061035156,125.1500015258789,125.1500015258789,7997100,20190604
2019-06-05,126.18000030517578,126.37000274658203,125.23999786376953,125.47000122070312,125.47000122070312,7637900,20190605
2019-06-06,125.93000030517578,126.44999694824219,125.80000305175781,125.87999725341797,125.87999725341797,5551800,20190606
2019-06-07,126.79000091552734,127.25,126.31999969482422,126.58999633789062,126.58999633789062,8145900,20190607
2019-06-10,125.45999908447266,125.52999877929688,125.06999969482422,125.33000183105469,125.33000183105469,5410000,20190610
2019-06-11,124.94000244140625,125.4000015258789,124.87999725341797,125.18000030517578,125.18000030517578,4757800,20190611
2019-06-12,125.5999984741211,126.19999694824219,125.55999755859375,125.83000183105469,125.83000183105469,5756200,20190612
2019-06-13,126.02999877929688,126.7699966430664,125.95999908447266,126.5999984741211,126.5999984741211,5374800,20190613
2019-06-14,127.20999908447266,127.62999725341797,126.26000213623047,126.55999755859375,126.55999755859375,9226100,20190614
2019-06-17,126.69999694824219,126.7699966430664,126.16999816894531,126.4800033569336,126.4800033569336,4763300,20190617
2019-06-18,127.58000183105469,127.75,126.38999938964844,127.12000274658203,127.12000274658203,10309600,20190618
2019-06-19,126.7699966430664,127.98999786376953,126.69999694824219,127.88999938964844,127.88999938964844,11660600,20190619
2019-06-20,130.41000366210938,131.49000549316406,130.19000244140625,131.11000061035156,131.11000061035156,18636300,20190620
2019-06-21,131.77000427246094,132.1699981689453,131.07000732421875,131.97999572753906,131.97999572753906,15068000,20190621
2019-06-24,132.77000427246094,134.0399932861328,132.5800018310547,133.94000244140625,133.94000244140625,17851800,20190624
2019-06-25,134.89999389648438,135.5500030517578,133.2100067138672,134.1999969482422,134.1999969482422,24772200,20190625
2019-06-26,132.99000549316406,133.5500030517578,132.41000366210938,132.97000122070312,132.97000122070312,12016400,20190626
2019-06-27,132.3800048828125,132.97000122070312,132.25999450683594,132.83999633789062,132.83999633789062,8412800,20190627
2019-06-28,133.0500030517578,133.33999633789062,132.61000061035156,133.1999969482422,133.1999969482422,8077000,20190628
2019-07-01,131.55999755859375,131.75999450683594,130.5500030517578,130.6199951171875,130.6199951171875,13317700,20190701
2019-07-02,131.27000427246094,133.6300048828125,131.16000366210938,133.41000366210938,133.41000366210938,13282100,20190702
2019-07-03,133.61000061035156,134.10000610351562,133.22999572753906,133.6300048828125,133.6300048828125,6351500,20190703
2019-07-05,131.4600067138672,132.32000732421875,130.80999755859375,132.13999938964844,132.13999938964844,11536600,20190705
2019-07-08,132.17999267578125,132.33999633789062,131.27999877929688,131.2899932861328,131.2899932861328,8028900,20190708
2019-07-09,131.42999267578125,132.10000610351562,131.16000366210938,131.75,131.75,6633400,20190709
2019-07-10,132.94000244140625,133.8699951171875,132.35000610351562,133.8300018310547,133.8300018310547,13920600,20190710
2019-07-11,133.5800018310547,133.6999969482422,132.41000366210938,132.6999969482422,132.6999969482422,7535100,20190711
2019-07-12,132.88999938964844,133.69000244140625,132.52999877929688,133.52999877929688,133.52999877929688,6309500,20190712
2019-07-15,133.17999267578125,133.52999877929688,132.80999755859375,133.52999877929688,133.52999877929688,4026600,20190715
2019-07-16,133.17999267578125,133.3000030517578,132.1300048828125,132.39999389648438,132.39999389648438,7966000,20190716
2019-07-17,133.0,134.60000610351562,132.88999938964844,134.5800018310547,134.5800018310547,11288300,20190717
2019-07-18,133.8300018310547,136.6300048828125,133.61000061035156,136.47999572753906,136.47999572753906,18448200,20190718
2019-07-19,135.4499969482422,136.02999877929688,133.97000122070312,134.47000122070312,134.47000122070312,18079200,20190719
2019-07-22,134.55999755859375,134.82000732421875,134.32000732421875,134.4499969482422,134.4499969482422,7570400,20190722
2019-07-23,134.42999267578125,134.9499969482422,133.55999755859375,133.69000244140625,133.69000244140625,9981400,20190723
2019-07-24,134.58999633789062,134.83999633789062,133.97999572753906,134.3699951171875,134.3699951171875,6715200,20190724
2019-07-25,134.24000549316406,134.27999877929688,133.08999633789062,133.4199981689453,133.4199981689453,11708200,20190725
2019-07-26,134.24000549316406,134.2899932861328,133.58999633789062,133.63999938964844,133.63999938964844,6249900,20190726
2019-07-29,134.05999755859375,134.72999572753906,133.44000244140625,134.52999877929688,134.52999877929688,9162400,20190729
2019-07-30,134.75999450683594,135.17999267578125,134.41000366210938,134.97999572753906,134.97999572753906,9458700,20190730
2019-07-31,135.02999877929688,135.4199981689453,133.02000427246094,133.2100067138672,133.2100067138672,18797200,20190731
2019-08-01,132.4199981689453,136.42999267578125,132.30999755859375,136.41000366210938,136.41000366210938,27719800,20190801
2019-08-02,135.38999938964844,136.60000610351562,135.3699951171875,135.88999938964844,135.88999938964844,13753200,20190802
2019-08-05,137.92999267578125,138.63999938964844,137.0500030517578,137.7899932861328,137.7899932861328,17519800,20190805
2019-08-06,138.3300018310547,139.02999877929688,138.00999450683594,138.91000366210938,138.91000366210938,9471200,20190806
2019-08-07,141.27999877929688,142.47000122070312,140.8800048828125,141.02000427246094,141.02000427246094,26671100,20190807
2019-08-08,140.89999389648438,142.3699951171875,140.7100067138672,141.72999572753906,141.72999572753906,13108600,20190808
2019-08-09,141.27999877929688,142.02999877929688,140.9600067138672,141.25999450683594,141.25999450683594,9485900,20190809
2019-08-12,141.6699981689453,143.3800048828125,141.63999938964844,142.6300048828125,142.6300048828125,15264000,20190812
2019-08-13,143.1699981689453,143.2899932861328,139.35000610351562,141.77999877929688,141.77999877929688,29842800,20190813
2019-08-14,142.89999389648438,143.75,142.0500030517578,142.75,142.75,20672900,20190814
2019-08-15,142.9600067138672,144.02000427246094,142.61000061035156,143.6999969482422,143.6999969482422,13467800,20190815
2019-08-16,142.75,143.1300048828125,141.8000030517578,142.77999877929688,142.77999877929688,11728800,20190816
2019-08-19,141.3300018310547,141.7899932861328,140.85000610351562,141.11000061035156,141.11000061035156,10552700,20190819
2019-08-20,141.77000427246094,142.25999450683594,141.60000610351562,142.2100067138672,142.2100067138672,7478500,20190820
2019-08-21,141.6199951171875,142.1699981689453,141.4600067138672,141.75999450683594,141.75999450683594,8114700,20190821
2019-08-22,141.38999938964844,141.89999389648438,141.1699981689453,141.39999389648438,141.39999389648438,6846500,20190822
2019-08-23,141.83999633789062,144.3300018310547,141.63999938964844,144.1699981689453,144.1699981689453,20282200,20190823
2019-08-26,144.35000610351562,144.97000122070312,143.91000366210938,144.19000244140625,144.19000244140625,12195800,20190826
2019-08-27,144.3000030517578,145.67999267578125,144.27000427246094,145.57000732421875,145.57000732421875,12844100,20190827
2019-08-28,145.38999938964844,145.67999267578125,144.63999938964844,145.16000366210938,145.16000366210938,11452400,20190828
2019-08-29,145.39999389648438,145.49000549316406,143.27999877929688,144.1199951171875,144.1199951171875,14762500,20190829
2019-08-30,143.83999633789062,144.8800048828125,143.02000427246094,143.75,143.75,9642200,20190830
2019-09-03,144.9600067138672,146.1300048828125,144.74000549316406,145.75,145.75,15615200,20190903
2019-09-04,145.5399932861328,146.82000732421875,145.5,146.66000366210938,146.66000366210938,11285900,20190904
2019-09-05,144.97999572753906,145.00999450683594,142.0,143.13999938964844,143.13999938964844,20293200,20190905
2019-09-06,143.63999938964844,144.05999755859375,141.86000061035156,141.9199981689453,141.9199981689453,14175200,20190906
2019-09-09,142.3699951171875,142.4600067138672,141.17999267578125,141.38999938964844,141.38999938964844,11323800,20190909
2019-09-10,141.22999572753906,141.52999877929688,140.16000366210938,140.17999267578125,140.17999267578125,12629200,20190910
2019-09-11,140.33999633789062,141.25999450683594,140.27999877929688,141.02999877929688,141.02999877929688,7453000,20190911
2019-09-12,142.67999267578125,143.10000610351562,141.11000061035156,141.32000732421875,141.32000732421875,12673700,20190912
2019-09-13,141.72999572753906,141.99000549316406,140.05999755859375,140.14999389648438,140.14999389648438,13451700,20190913
2019-09-16,141.60000610351562,142.0500030517578,141.02000427246094,141.32000732421875,141.32000732421875,8094600,20190916
2019-09-17,141.82000732421875,142.11000061035156,141.22000122070312,141.60000610351562,141.60000610351562,7010200,20190917
2019-09-18,141.92999267578125,142.52999877929688,139.80999755859375,140.7100067138672,140.7100067138672,15026300,20190918
2019-09-19,141.57000732421875,141.74000549316406,141.08999633789062,141.27999877929688,141.27999877929688,8057400,20190919
2019-09-20,141.61000061035156,143.02999877929688,141.4600067138672,142.9499969482422,142.9499969482422,12110000,20190920
2019-09-23,143.22000122070312,143.94000244140625,143.07000732421875,143.75,143.75,9006500,20190923
2019-09-24,143.2100067138672,144.77000427246094,142.8800048828125,144.50999450683594,144.50999450683594,10576300,20190924
2019-09-25,144.0800018310547,144.2899932861328,141.44000244140625,141.8300018310547,141.8300018310547,11648400,20190925
2019-09-26,142.19000244140625,142.57000732421875,141.55999755859375,141.7899932861328,141.7899932861328,7984600,20190926
2019-09-27,140.35000610351562,141.67999267578125,140.16000366210938,141.05999755859375,141.05999755859375,9804200,20190927
2019-09-30,139.77000427246094,140.2100067138672,138.02999877929688,138.8699951171875,138.8699951171875,15459100,20190930
2019-10-01,138.07000732421875,140.19000244140625,137.8000030517578,139.6300048828125,139.6300048828125,12476200,20191001
2019-10-02,140.7899932861328,141.8800048828125,140.4600067138672,141.25999450683594,141.25999450683594,11914300,20191002
2019-10-03,141.36000061035156,143.25,141.2899932861328,141.89999389648438,141.89999389648438,12396100,20191003
2019-10-04,141.47999572753906,142.30999755859375,141.13999938964844,141.89999389648438,141.89999389648438,9651000,20191004
2019-10-07,141.16000366210938,141.77000427246094,140.24000549316406,140.69000244140625,140.69000244140625,6127200,20191007
2019-10-08,142.02999877929688,142.2899932861328,141.1699981689453,141.9199981689453,141.9199981689453,10428900,20191008
2019-10-09,142.16000366210938,142.5800018310547,141.6199951171875,142.0500030517578,142.0500030517578,6927700,20191009
2019-10-10,141.58999633789062,141.66000366210938,140.5800018310547,140.80999755859375,140.80999755859375,9301700,20191010
2019-10-11,139.97000122070312,140.19000244140625,138.91000366210938,140.02999877929688,140.02999877929688,11333400,20191011
